id,question,label,subtopic,language,source,group_id,review_status
disc_0088,"A true-or-false test has 10 questions. In how many ways can it be answered so that at least 8 of the answers are 'true'?",DISCRETE,counting,en,synthetic,dct_true_false_at_least_eight_01,pending
disc_0089,"How many 5-card hands from a standard 52-card deck contain exactly two kings?",DISCRETE,counting,en,synthetic,dct_hand_exactly_two_kings_01,pending
disc_0090,"In how many ways can a 5-element set be partitioned into 2 non-empty subsets, where the two subsets are not labeled?",DISCRETE,counting,en,synthetic,dct_set_partitions_two_blocks_01,pending
disc_0091,"In how many ways can 3 seats be chosen from a row of 10 seats so that no two chosen seats are adjacent?",DISCRETE,counting,en,synthetic,dct_non_adjacent_seats_01,pending
disc_0092,"How many 8-letter words over the alphabet {a, b, c, d} contain exactly three a's and exactly two b's?",DISCRETE,counting,en,synthetic,dct_words_exact_letter_counts_01,pending
disc_0093,"For a set with n elements, how many subsets contain an even number of elements? Give a formula in n and check it for n = 3.",DISCRETE,counting,en,synthetic,dct_even_subsets_count_01,pending
disc_0094,"Give a combinatorial proof of Pascal's identity: C(n, k) = C(n - 1, k - 1) + C(n - 1, k) for 1 ≤ k ≤ n - 1.",DISCRETE,counting,en,synthetic,dct_pascal_identity_proof_01,pending
disc_0095,"Find a closed form for Σ_{k=0}^{n} C(n, k)^2 and justify it with a counting argument.",DISCRETE,counting,en,synthetic,dct_vandermonde_squares_sum_01,pending
disc_0096,"In how many ways can 3 boys and 3 girls stand in a line so that boys and girls alternate?",DISCRETE,counting,en,synthetic,dct_alternating_line_01,pending
disc_0097,"How many integer solutions does x_1 + x_2 + x_3 = 10 have if 1 ≤ x_i ≤ 5 for each i?",DISCRETE,counting,en,synthetic,dct_bounded_solutions_three_variables_01,pending
disc_0098,"How many 4-digit numbers are divisible by 5 and have four distinct digits?",DISCRETE,counting,en,synthetic,dct_four_digit_div_five_distinct_01,pending
disc_0099,"Three clubs each have 5 members, and no student belongs to more than one club. In how many ways can a committee of 4 students be chosen so that every club is represented?",DISCRETE,counting,en,synthetic,dct_committee_all_clubs_01,pending
disc_0100,"In how many ways can 12 identical cookies be given to 3 children if no child receives more than 6 cookies?",DISCRETE,counting,en,synthetic,dct_cookies_at_most_six_01,pending
disc_0101,"In how many ways can 5 red flags and 4 blue flags be arranged in a line so that no two blue flags are adjacent? Flags of the same color are indistinguishable.",DISCRETE,counting,en,synthetic,dct_flags_no_adjacent_blue_01,pending
disc_0102,"How many edges does a graph with degree sequence (4, 3, 3, 2, 2, 2) have?",DISCRETE,graph_theory,en,synthetic,dgr_degree_sequence_edge_count_01,pending
disc_0103,"Does there exist a simple graph with degree sequence (3, 3, 2, 2, 2)? Justify your answer.",DISCRETE,graph_theory,en,synthetic,dgr_degree_sequence_realizable_01,pending
disc_0104,"Is there a simple graph whose vertex degrees are 5, 5, 4, 3, 2, 1? Justify your answer.",DISCRETE,graph_theory,en,synthetic,dgr_degree_sequence_not_graphic_01,pending
disc_0105,"How many edges does a 4-regular graph on 10 vertices have?",DISCRETE,graph_theory,en,synthetic,dgr_regular_graph_edges_01,pending
disc_0106,"Is the complete graph K_5 planar? Justify your answer.",DISCRETE,graph_theory,en,synthetic,dgr_k5_nonplanar_01,pending
disc_0107,"A connected planar graph has 12 vertices and 30 edges. How many faces does any planar drawing of it have?",DISCRETE,graph_theory,en,synthetic,dgr_euler_formula_faces_01,pending
disc_0108,"What is the largest number of edges that a simple planar graph on 10 vertices can have? Justify your answer with Euler's formula.",DISCRETE,graph_theory,en,synthetic,dgr_planar_max_edges_ten_01,pending
disc_0109,"The star graph has a center vertex 1 joined to each of the four vertices 2, 3, 4, 5, and has no other edges. Does it have a Hamiltonian path? A Hamiltonian cycle?",DISCRETE,graph_theory,en,synthetic,dgr_star_hamiltonian_01,pending
disc_0110,"Find an Euler trail in the graph with vertices a, b, c, d, e and edges ab, bc, cd, da, ac, ce.",DISCRETE,graph_theory,en,synthetic,dgr_euler_trail_find_01,pending
disc_0111,"For which positive integers n ≥ 3 does the complete graph K_n have an Euler circuit?",DISCRETE,graph_theory,en,synthetic,dgr_complete_graph_euler_circuit_01,pending
disc_0112,"For which values of m and n does the complete bipartite graph K_{m,n} have an Euler circuit?",DISCRETE,graph_theory,en,synthetic,dgr_complete_bipartite_euler_circuit_01,pending
disc_0113,"What is the smallest number of edges a connected simple graph on 25 vertices can have, and which graphs attain that number?",DISCRETE,graph_theory,en,synthetic,dgr_connected_min_edges_25_01,pending
disc_0114,"How many spanning trees does the cycle graph C_6 have?",DISCRETE,graph_theory,en,synthetic,dgr_spanning_trees_of_cycle_01,pending
disc_0115,"Use Kruskal's algorithm to find a minimum spanning tree of the graph on vertices P, Q, R, S, T, U with edge weights PQ = 7, PR = 3, QR = 4, QS = 2, RS = 5, RT = 6, ST = 1, SU = 8, and TU = 3. What is its total weight?",DISCRETE,graph_theory,en,synthetic,dgr_kruskal_mst_01,pending
disc_0116,"A full binary tree is one in which every internal vertex has exactly two children. How many leaves does a full binary tree with 15 vertices have?",DISCRETE,graph_theory,en,synthetic,dgr_full_binary_tree_leaves_01,pending
disc_0117,"A tree has 3 vertices of degree 3, 1 vertex of degree 4, and all of its other vertices are leaves. How many vertices does the tree have?",DISCRETE,graph_theory,en,synthetic,dgr_tree_degrees_vertex_count_01,pending
disc_0118,"Is the complete bipartite graph K_{3,3} planar? Explain.",DISCRETE,graph_theory,en,synthetic,dgr_k33_nonplanar_01,pending
disc_0119,"Graph G has vertices 1, 2, 3, 4 and edges 12, 23, 34, 41, 13. Graph H has vertices a, b, c, d and edges ab, bc, cd, da, bd. Are G and H isomorphic? If so, give an isomorphism.",DISCRETE,graph_theory,en,synthetic,dgr_isomorphism_cycle_with_chord_01,pending
disc_0120,"Are the cycle graph C_6 and the disjoint union of two triangles isomorphic? Explain.",DISCRETE,graph_theory,en,synthetic,dgr_noniso_cycle_vs_two_triangles_01,pending
disc_0121,"How many pairwise non-isomorphic simple graphs are there on 3 vertices?",DISCRETE,graph_theory,en,synthetic,dgr_count_graphs_three_vertices_01,pending
disc_0122,"Write the adjacency matrix of the directed graph with vertices 1, 2, 3 and edges 1→2, 2→3, 3→1, and 1→3, and use it to count the walks of length 2 from vertex 1 to vertex 1.",DISCRETE,graph_theory,en,synthetic,dgr_adjacency_matrix_walks_01,pending
disc_0123,"In the graph with vertices a, b, c, d, e, f and edges ab, ac, bd, cd, de, ef, use breadth-first search to find the distance from a to f.",DISCRETE,graph_theory,en,synthetic,dgr_bfs_distance_01,pending
disc_0124,"How many games are played in a round-robin tournament with 12 teams in which every pair of teams plays exactly once?",DISCRETE,graph_theory,en,synthetic,dgr_round_robin_games_01,pending
disc_0125,"What is the smallest number of edges that guarantees a simple graph on 7 vertices is connected?",DISCRETE,graph_theory,en,synthetic,dgr_edges_guarantee_connected_seven_01,pending
disc_0126,"A school must schedule final exams in six subjects A, B, C, D, E, F. Two subjects conflict if some student takes both, and the conflicts are AB, AC, BC, CD, DE, EF, and DF. What is the minimum number of time slots needed so that no two conflicting exams share a slot?",DISCRETE,graph_theory,en,synthetic,dgr_exam_scheduling_coloring_01,pending
disc_0127,"The tree T has vertices 1 through 7 and edges 12, 13, 24, 25, 36, 37. Split its vertices into two sets so that every edge joins the two sets, and explain why every tree admits such a split.",DISCRETE,graph_theory,en,synthetic,dgr_tree_two_coloring_01,pending
disc_0128,"A simple graph on 8 vertices has 10 edges. How many edges does its complement have?",DISCRETE,graph_theory,en,synthetic,dgr_complement_edge_count_01,pending
disc_0129,"Is there a simple graph on 6 vertices that is isomorphic to its own complement? Justify your answer.",DISCRETE,graph_theory,en,synthetic,dgr_self_complementary_six_vertices_01,pending
disc_0130,"A connected graph has 10 vertices and 9 edges. Must it be a tree? Explain.",DISCRETE,graph_theory,en,synthetic,dgr_connected_nine_edges_tree_01,pending
disc_0131,"In a bipartite graph the left vertices are a, b, c, the right vertices are 1, 2, 3, and the edges are a1, a2, b1, and c1. Does this graph have a matching that covers all of a, b, and c? Justify your answer.",DISCRETE,graph_theory,en,synthetic,dgr_hall_matching_failure_01,pending
disc_0132,"Show that in any group of 6 people, there are three people who all know each other or three people none of whom know each other.",DISCRETE,graph_theory,en,synthetic,dgr_ramsey_six_people_01,pending
disc_0133,"In a directed graph with vertices S, A, B, C, T, the edge weights are S→A: 2, S→B: 5, A→B: 1, A→C: 4, B→C: 1, B→T: 6, and C→T: 3. What is the length of a shortest path from S to T?",DISCRETE,graph_theory,en,synthetic,dgr_dijkstra_directed_01,pending
disc_0134,"In the complete graph K_4 with vertices 1, 2, 3, 4, how many paths (with no repeated vertices) are there from vertex 1 to vertex 2?",DISCRETE,graph_theory,en,synthetic,dgr_paths_in_k4_01,pending
disc_0135,"List all simple graphs on 5 vertices in which every vertex has degree 2, up to isomorphism.",DISCRETE,graph_theory,en,synthetic,dgr_two_regular_five_vertices_01,pending
disc_0136,"How many vertices and how many edges does the 4-dimensional hypercube graph Q_4 have, and is it bipartite?",DISCRETE,graph_theory,en,synthetic,dgr_hypercube_q4_01,pending
disc_0137,"Prove that in a connected graph, any two longest paths share at least one vertex.",DISCRETE,graph_theory,en,synthetic,dgr_longest_paths_share_vertex_01,pending
disc_0138,"Prove that an edge of a graph is a bridge, meaning that its removal disconnects the component containing it, if and only if it lies on no cycle.",DISCRETE,graph_theory,en,synthetic,dgr_bridge_no_cycle_proof_01,pending
disc_0139,"Construct a truth table for ¬(p ∧ q) ↔ (¬p ∨ ¬q).",DISCRETE,logic,en,synthetic,dlg_de_morgan_truth_table_01,pending
disc_0140,"Is (p → q) ∨ (q → p) a tautology? Justify your answer.",DISCRETE,logic,en,synthetic,dlg_tautology_either_implication_01,pending
disc_0141,"Simplify (p ∧ q) ∨ (p ∧ ¬q) using logical equivalences.",DISCRETE,logic,en,synthetic,dlg_simplify_absorption_01,pending
disc_0142,"Find a formula that uses only ¬ and ∧ and is logically equivalent to p ∨ q.",DISCRETE,logic,en,synthetic,dlg_express_with_and_not_01,pending
disc_0143,"Is this argument valid? 'If it rains, the game is cancelled. The game was not cancelled. Therefore it did not rain.'",DISCRETE,logic,en,synthetic,dlg_modus_tollens_argument_01,pending
disc_0144,"Is this argument valid? 'If I study, I pass the exam. I passed the exam. Therefore I studied.'",DISCRETE,logic,en,synthetic,dlg_affirming_consequent_01,pending
disc_0145,"Negate the statement ∃x ∀y (x ≤ y), and rewrite the result so that the negation symbol does not appear.",DISCRETE,logic,en,synthetic,dlg_negate_quantifier_order_01,pending
disc_0146,"With the integers as the domain, decide whether each statement is true: (a) ∀x ∃y (x + y = 0); (b) ∃y ∀x (x + y = 0).",DISCRETE,logic,en,synthetic,dlg_quantifier_order_truth_01,pending
disc_0147,"Let S(x) mean 'x is a student in this class', C(y) mean 'y is a computer science major', and F(x, y) mean 'x and y are friends'. Write 'Every student in this class has a friend who is a computer science major' in symbolic logic.",DISCRETE,logic,en,synthetic,dlg_translate_friend_statement_01,pending
disc_0148,"Is ((p ∨ q) ∧ (¬p ∨ r)) → (q ∨ r) a tautology?",DISCRETE,logic,en,synthetic,dlg_resolution_tautology_01,pending
disc_0149,"Prove by contradiction that sqrt(2) is irrational.",DISCRETE,logic,en,synthetic,dlg_sqrt2_irrational_01,pending
disc_0150,"Write two odd integers as 2a + 1 and 2b + 1 and determine the parity of their sum. What is the parity of the sum of three odd integers?",DISCRETE,logic,en,synthetic,dlg_parity_of_odd_sums_01,pending
disc_0151,"Prove that there are no integers m and n with m^2 - n^2 = 30.",DISCRETE,logic,en,synthetic,dlg_no_solution_difference_of_squares_01,pending
disc_0152,"Use a proof by cases to show that |xy| = |x||y| for all real numbers x and y.",DISCRETE,logic,en,synthetic,dlg_cases_absolute_value_product_01,pending
disc_0153,"Give a counterexample to the claim that n^2 + n + 41 is prime for every nonnegative integer n.",DISCRETE,logic,en,synthetic,dlg_counterexample_euler_polynomial_01,pending
disc_0154,"Determine the truth value of each statement: (a) 0 = 1 → 1 = 2; (b) 1 = 1 → 2 = 3; (c) 3 > 4 ↔ 2 > 5.",DISCRETE,logic,en,synthetic,dlg_conditional_truth_values_01,pending
disc_0155,"State the converse, the inverse, and the contrapositive of 'If an integer is divisible by 6, then it is divisible by 3.'",DISCRETE,logic,en,synthetic,dlg_converse_inverse_contrapositive_01,pending
disc_0156,"Are (p ∨ q) → r and (p → r) ∧ (q → r) logically equivalent?",DISCRETE,logic,en,synthetic,dlg_disjunction_implication_equivalence_01,pending
disc_0157,"How many of the 16 truth assignments to p, q, r, s make (p ∨ q) ∧ (r ∨ s) true?",DISCRETE,logic,en,synthetic,dlg_count_satisfying_assignments_01,pending
disc_0158,"Is the set of connectives {∧, ¬} functionally complete? Explain.",DISCRETE,logic,en,synthetic,dlg_functional_completeness_01,pending
disc_0159,"Use logical equivalences to show that (p → q) ∧ (p → r) is equivalent to p → (q ∧ r).",DISCRETE,logic,en,synthetic,dlg_distribute_implication_01,pending
disc_0160,"Four cards show A, K, 4, and 7 on their visible faces. Each card has a letter on one side and a number on the other. To check the rule 'if a card has a vowel on one side, then it has an even number on the other side', which cards must be turned over?",DISCRETE,logic,en,synthetic,dlg_wason_selection_task_01,pending
disc_0161,"Let the domain be the positive integers, P(x) mean 'x is even', and Q(x) mean 'x is a multiple of 4'. Decide the truth of ∀x (Q(x) → P(x)) and of ∀x (P(x) → Q(x)).",DISCRETE,logic,en,synthetic,dlg_quantified_implication_truth_01,pending
disc_0162,"Prove that if x is a nonzero irrational number, then 1/x is irrational.",DISCRETE,logic,en,synthetic,dlg_reciprocal_irrational_01,pending
disc_0163,"Let A = {1, 2, 3, 4, 5} and B = {4, 5, 6, 7}. Find A ∪ B, A ∩ B, A \ B, B \ A, and A Δ B.",DISCRETE,sets,en,synthetic,dst_basic_operations_01,pending
disc_0164,"Let the universal set be U = {1, 2, ..., 10}, let A be the set of even numbers in U, and let B be the set of multiples of 3 in U. Find the complement of A ∪ B.",DISCRETE,sets,en,synthetic,dst_complement_evens_threes_01,pending
disc_0165,"How many subsets does a 6-element set have, and how many of them have exactly 2 elements?",DISCRETE,sets,en,synthetic,dst_power_set_sizes_01,pending
disc_0166,"Let A = {∅, {∅}}. List all the elements of the power set of A.",DISCRETE,sets,en,synthetic,dst_power_set_nested_empty_01,pending
disc_0167,"Let U = {1, ..., 8}, A = {1, 2, 3, 4}, B = {3, 4, 5, 6}, and C = {1, 4, 6, 8}. Compute the complement of A ∩ B ∩ C and the union of the complements of A, B, and C, and compare the two results.",DISCRETE,sets,en,synthetic,dst_de_morgan_three_numeric_01,pending
disc_0168,"For A = {1, 2, 3} and B = {1, 2, 3, 4, 5}, compute A ∩ B and A ∪ B, and state what each result tells you about whether A ⊆ B.",DISCRETE,sets,en,synthetic,dst_subset_test_by_intersection_01,pending
disc_0169,"How many subsets of {1, 2, ..., 10} have an even sum of elements?",DISCRETE,sets,en,synthetic,dst_subsets_even_sum_01,pending
disc_0170,"Let A = {x ∈ ℤ : |x| < 3} and B = {x ∈ ℤ : x^2 ≤ 4}. Are A and B equal? List their elements.",DISCRETE,sets,en,synthetic,dst_equality_integer_sets_01,pending
disc_0171,"Prove or disprove: for all sets A and B, the power set of A ∩ B equals the intersection of the power sets of A and B.",DISCRETE,sets,en,synthetic,dst_power_set_intersection_01,pending
disc_0172,"For A = {1, 2} and B = {1, 2, 3}, list the power sets of A and B and decide whether the power set of A is a subset of the power set of B. Then state when this inclusion holds in general.",DISCRETE,sets,en,synthetic,dst_powerset_inclusion_example_01,pending
disc_0173,"If |A| = 3, |B| = 4, and |C| = 5, how many elements does A × B × C have, and how many different relations from A to B are there?",DISCRETE,sets,en,synthetic,dst_cartesian_and_relation_counts_01,pending
disc_0174,"For n = 1, 2, 3, ... let A_n = {x ∈ ℝ : 0 < x < 1/n}. Find the union and the intersection of all the sets A_n.",DISCRETE,sets,en,synthetic,dst_indexed_family_open_intervals_01,pending
disc_0175,"Find the intersection of the closed intervals [0, 1 + 1/n] over all positive integers n.",DISCRETE,sets,en,synthetic,dst_intersection_closed_intervals_01,pending
disc_0176,"Show that the set of even integers has the same cardinality as the set of all integers by giving an explicit bijection.",DISCRETE,sets,en,synthetic,dst_cardinality_even_integers_01,pending
disc_0177,"Compute (A ∪ B) ∩ C and A \ (B ∩ C) for A = {1, 2, 3}, B = {2, 3, 4}, and C = {3, 4, 5}.",DISCRETE,sets,en,synthetic,dst_compute_combined_expressions_01,pending
disc_0178,"Prove Cantor's theorem: for every set A, there is no surjection from A onto its power set.",DISCRETE,sets,en,synthetic,dst_cantor_theorem_01,pending
disc_0179,"Show that the open interval (0, 1) and the set of all real numbers have the same cardinality.",DISCRETE,sets,en,synthetic,dst_cardinality_interval_and_reals_01,pending
disc_0180,"Is the set of all infinite binary sequences countable? Justify your answer.",DISCRETE,sets,en,synthetic,dst_infinite_binary_sequences_uncountable_01,pending
disc_0181,"Simplify (A ∪ B) ∩ (A ∪ B^c), where the complement is taken inside a universal set U.",DISCRETE,sets,en,synthetic,dst_simplify_expression_01,pending
disc_0182,"How many subsets of {1, 2, ..., 8} contain both 1 and 2 but do not contain 3?",DISCRETE,sets,en,synthetic,dst_subsets_with_conditions_01,pending
disc_0183,"Prove or disprove: (A \ B) ∪ (B \ A) = (A ∪ B) \ (A ∩ B) for all sets A and B.",DISCRETE,sets,en,synthetic,dst_symmetric_difference_identity_01,pending
disc_0184,"How many subsets T of {1, 2, 3, 4} satisfy T ∩ {1, 2} ≠ ∅?",DISCRETE,sets,en,synthetic,dst_subsets_meeting_given_set_01,pending
disc_0185,"How many partitions of the set {a, b, c} into non-empty blocks are there? List them.",DISCRETE,sets,en,synthetic,dst_partitions_three_elements_01,pending
disc_0186,"If A and B are non-empty sets with A × B = B × A, what can you conclude about A and B? Justify your answer.",DISCRETE,sets,en,synthetic,dst_product_commutes_01,pending
disc_0187,"How many integers from 1 to 50 are perfect squares or perfect cubes?",DISCRETE,sets,en,synthetic,dst_squares_or_cubes_count_01,pending
disc_0188,"On the integers, define a R b to mean that a + b is even. Show that R is an equivalence relation and identify its equivalence classes.",DISCRETE,relations,en,synthetic,drl_parity_sum_relation_01,pending
disc_0189,"How many reflexive relations are there on a set with 4 elements?",DISCRETE,relations,en,synthetic,drl_count_reflexive_01,pending
disc_0190,"How many relations on a 3-element set are both symmetric and antisymmetric?",DISCRETE,relations,en,synthetic,drl_count_symmetric_and_antisymmetric_01,pending
disc_0191,"On the integers, define a ~ b to mean a^2 ≡ b^2 (mod 7). Show that ~ is an equivalence relation and find the number of equivalence classes.",DISCRETE,relations,en,synthetic,drl_squares_mod_seven_relation_01,pending
disc_0192,"On the real numbers define x ~ y to mean that x - y is an integer. Show that ~ is an equivalence relation and describe its equivalence classes.",DISCRETE,relations,en,synthetic,drl_reals_differ_by_integer_01,pending
disc_0193,"How many edges does the Hasse diagram of the divisors of 36, ordered by divisibility, have?",DISCRETE,relations,en,synthetic,drl_hasse_edges_divisors_36_01,pending
disc_0194,"In the poset of positive integers ordered by divisibility, find the least upper bound and the greatest lower bound of 6 and 10.",DISCRETE,relations,en,synthetic,drl_lub_glb_divisibility_01,pending
disc_0195,"Find the reflexive closure and the symmetric closure of the relation R = {(1, 2), (2, 3)} on the set {1, 2, 3}.",DISCRETE,relations,en,synthetic,drl_reflexive_symmetric_closures_01,pending
disc_0196,"Find the smallest equivalence relation on {1, 2, 3, 4, 5} that contains the pairs (1, 2), (2, 3), and (4, 5), and list its equivalence classes.",DISCRETE,relations,en,synthetic,drl_smallest_equivalence_containing_01,pending
disc_0197,"How many different equivalence relations are there on a 4-element set?",DISCRETE,relations,en,synthetic,drl_count_equivalence_relations_four_01,pending
disc_0198,"On the set of pairs (a, b) of integers with b ≠ 0, define (a, b) ~ (c, d) to mean ad = bc. Prove that ~ is an equivalence relation.",DISCRETE,relations,en,synthetic,drl_fraction_equivalence_proof_01,pending
disc_0199,"Give an example of a relation on the set {1, 2} that is symmetric and transitive but not reflexive.",DISCRETE,relations,en,synthetic,drl_symmetric_transitive_not_reflexive_01,pending
disc_0200,"Give an example of a relation that is reflexive and transitive but neither symmetric nor antisymmetric.",DISCRETE,relations,en,synthetic,drl_reflexive_transitive_neither_01,pending
disc_0201,"On the real numbers, let x R y mean |x - y| ≤ 1. Is R reflexive, symmetric, transitive? Justify each answer.",DISCRETE,relations,en,synthetic,drl_close_reals_not_transitive_01,pending
disc_0202,"For the poset (P({1, 2, 3}), ⊆), how many ordered pairs (A, B) satisfy A ⊆ B, and how many maximal chains run from ∅ to {1, 2, 3}?",DISCRETE,relations,en,synthetic,drl_powerset_poset_counts_01,pending
disc_0203,"Is the lexicographic order on pairs of positive integers a total order? Explain.",DISCRETE,relations,en,synthetic,drl_lexicographic_total_order_01,pending
disc_0204,"Let R = {(1, a), (2, b), (3, a)} be a relation from {1, 2, 3} to {a, b}, and let S = {(a, x), (b, y), (b, z)} be a relation from {a, b} to {x, y, z}. Find the composite relation S∘R.",DISCRETE,relations,en,synthetic,drl_composition_between_sets_01,pending
disc_0205,"A relation R on {1, 2, 3} has the 0-1 matrix with rows (1, 0, 1), (0, 1, 0), (1, 0, 1). Is R an equivalence relation? If so, list its equivalence classes.",DISCRETE,relations,en,synthetic,drl_matrix_equivalence_01,pending
disc_0206,"Prove that the intersection of two equivalence relations on a set A is an equivalence relation on A.",DISCRETE,relations,en,synthetic,drl_intersection_equivalence_proof_01,pending
disc_0207,"Give two equivalence relations R and S on {1, 2, 3} whose union R ∪ S is not transitive, and list the pairs that are missing.",DISCRETE,relations,en,synthetic,drl_union_not_transitive_01,pending
disc_0208,"How many antisymmetric relations are there on a set with 3 elements?",DISCRETE,relations,en,synthetic,drl_count_antisymmetric_01,pending
disc_0209,"The set {1, 2, 3, 4, 5, 6} is partitioned into the blocks {1, 4}, {2, 5, 6}, and {3}. How many ordered pairs belong to the equivalence relation determined by this partition?",DISCRETE,relations,en,synthetic,drl_pairs_from_partition_01,pending
disc_0210,"On the set of bit strings of length 4, let s ~ t mean that s and t contain the same number of 1s. How many equivalence classes are there, and what is the size of the largest one?",DISCRETE,relations,en,synthetic,drl_binary_strings_same_weight_01,pending
disc_0211,"Decide whether the usual order ≤ is a well-ordering on ℕ, on ℤ, and on the set of positive rational numbers.",DISCRETE,relations,en,synthetic,drl_well_order_question_01,pending
disc_0212,"Is the function f: {0, 1, ..., 7} → {0, 1, ..., 7} defined by f(x) = 3x mod 8 a bijection? If so, find its inverse function.",DISCRETE,functions,en,synthetic,dfn_modular_multiplication_bijection_01,pending
disc_0213,"Determine whether f: ℝ → ℝ defined by f(x) = x^3 - x is injective and whether it is surjective.",DISCRETE,functions,en,synthetic,dfn_cubic_surjective_not_injective_01,pending
disc_0214,"Find the inverse of the function f: ℝ → ℝ defined by f(x) = (3x - 2)/5.",DISCRETE,functions,en,synthetic,dfn_inverse_linear_01,pending
disc_0215,"Let f(x) = x^2 + 1 and g(x) = 2x - 3 for real x. Compute f∘g and g∘f.",DISCRETE,functions,en,synthetic,dfn_composition_quadratic_linear_01,pending
disc_0216,"How many bijections f from {1, 2, 3, 4, 5} to itself satisfy f(1) = 2?",DISCRETE,functions,en,synthetic,dfn_bijections_with_condition_01,pending
disc_0217,"Prove that the composition of two injective functions is injective.",DISCRETE,functions,en,synthetic,dfn_composition_injective_proof_01,pending
disc_0218,"Suppose g∘f is injective. Must f be injective? Must g be injective? Justify each answer.",DISCRETE,functions,en,synthetic,dfn_composition_injective_implications_01,pending
disc_0219,"Evaluate ⌊-3.5⌋, ⌈-3.5⌉, ⌊7/2⌋, and ⌈7/2⌉, and compute ⌊x + 1/2⌋ at x = 2.5.",DISCRETE,functions,en,synthetic,dfn_floor_ceiling_values_01,pending
disc_0220,"Find real numbers x and y for which ⌊x + y⌋ = ⌊x⌋ + ⌊y⌋ + 1, and describe when ⌊x + y⌋ = ⌊x⌋ + ⌊y⌋ fails.",DISCRETE,functions,en,synthetic,dfn_floor_sum_gap_01,pending
disc_0221,"Give an explicit bijection from the set of natural numbers {0, 1, 2, ...} to the set of all integers.",DISCRETE,functions,en,synthetic,dfn_bijection_naturals_integers_01,pending
disc_0222,"Let f: A → B be a function and let S and T be subsets of A. Show that f(S ∪ T) = f(S) ∪ f(T), and decide whether f(S ∩ T) = f(S) ∩ f(T) always holds.",DISCRETE,functions,en,synthetic,dfn_image_union_intersection_01,pending
disc_0223,"For f: ℝ → ℝ defined by f(x) = x^2, find the preimage f^(-1)([1, 4]) and the image f([-2, 3]).",DISCRETE,functions,en,synthetic,dfn_image_preimage_square_01,pending
disc_0224,"Let ℕ = {0, 1, 2, ...}. Is the function f: ℕ × ℕ → ℕ defined by f(m, n) = 2^m (2n + 1) - 1 a bijection? Justify your answer.",DISCRETE,functions,en,synthetic,dfn_pairing_bijection_01,pending
disc_0225,"Show that there is no injective function from a set with 10 elements to a set with 9 elements.",DISCRETE,functions,en,synthetic,dfn_no_injection_to_smaller_set_01,pending
disc_0226,"With f(x) = x^2, g(x) = x + 3, and h(x) = 1/x, compute f(g(h(2))).",DISCRETE,functions,en,synthetic,dfn_triple_composition_01,pending
disc_0227,"The Collatz-style function f on the positive integers is defined by f(n) = n/2 if n is even and f(n) = 3n + 1 if n is odd. Starting from 7 and applying f repeatedly, how many applications are needed to reach 1?",DISCRETE,functions,en,synthetic,dfn_collatz_steps_seven_01,pending
disc_0228,"Let A be a finite set and f: A → A a function. Prove that f is injective if and only if f is surjective.",DISCRETE,functions,en,synthetic,dfn_finite_injective_iff_surjective_01,pending
disc_0229,"How many functions f: {1, 2, 3} → {1, 2, 3} satisfy f(f(x)) = x for every x?",DISCRETE,functions,en,synthetic,dfn_involutions_three_elements_01,pending
disc_0230,"Let f: ℤ → ℤ be defined by f(n) = ⌈n/3⌉. Find the preimage of {2}.",DISCRETE,functions,en,synthetic,dfn_preimage_ceiling_01,pending
disc_0231,"Let f: X → Y and g: Y → Z be functions such that g∘f is surjective. Prove that g is surjective.",DISCRETE,functions,en,synthetic,dfn_composition_surjective_implication_01,pending
disc_0232,"Prove by induction that 1^3 + 2^3 + ... + n^3 = (n(n + 1)/2)^2 for every positive integer n.",DISCRETE,induction,en,synthetic,din_sum_of_cubes_01,pending
disc_0233,"Prove by induction that a convex polygon with n ≥ 3 sides has exactly n(n - 3)/2 diagonals.",DISCRETE,induction,en,synthetic,din_polygon_diagonals_01,pending
disc_0234,"Prove by induction that Σ_{k=1}^{n} k·2^k = (n - 1)·2^(n+1) + 2 for every integer n ≥ 1.",DISCRETE,induction,en,synthetic,din_sum_k_two_power_01,pending
disc_0235,"Use induction to establish that 1/(1·2) + 1/(2·3) + ... + 1/(n(n + 1)) = n/(n + 1) for all n ≥ 1.",DISCRETE,induction,en,synthetic,din_telescoping_sum_01,pending
disc_0236,"Prove that 9^n + 7 is divisible by 8 for every positive integer n.",DISCRETE,induction,en,synthetic,din_nine_power_plus_seven_01,pending
disc_0237,"Prove by induction that a set with n elements has exactly 2^n subsets.",DISCRETE,induction,en,synthetic,din_power_set_size_01,pending
disc_0238,"A rectangular chocolate bar consists of m × n unit squares. A break splits one piece along a grid line into two pieces. Use strong induction to prove that separating the bar into all mn unit squares takes exactly mn - 1 breaks, whatever order the breaks are made in.",DISCRETE,induction,en,synthetic,din_chocolate_bar_breaks_01,pending
disc_0239,"Show that every amount of postage of 12 cents or more can be made using only 4-cent and 5-cent stamps.",DISCRETE,induction,en,synthetic,din_postage_four_five_01,pending
disc_0240,"With F_1 = F_2 = 1 and F_{n+2} = F_{n+1} + F_n, prove Cassini's identity F_{n+1} F_{n-1} - F_n^2 = (-1)^n for all n ≥ 2.",DISCRETE,induction,en,synthetic,din_cassini_identity_01,pending
